Date,Zone,Trigger,Elevation,Aspect,R-Size,D-Size
12/31/21,Gunnison,N,TL,NE,R2,D2
12/31/21,South San Juan,N,TL,NE,R1,D2
12/31/21,South San Juan,N,<TL,N,R2,D2
12/31/21,Gunnison,N,>TL,SE,R3,D3
12/31/21,Gunnison,N,>TL,SE,,D1.5
12/31/21,Gunnison,N,>TL,N,R3,D3
12/31/21,Gunnison,N,>TL,N,R3,D3
12/31/21,Gunnison,N,>TL,N,R4,D3.5
12/31/21,Gunnison,N,TL,N,R3,D3
12/31/21,Gunnison,N,<TL,N,R3,D2
12/31/21,Gunnison,N,>TL,W,R3,D2.5
12/31/21,Gunnison,N,>TL,NW,R3,D2
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,N,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Grand Mesa,N,TL,N,R3,D2
12/31/21,Gunnison,N,>TL,NW,R4,D3
12/31/21,Gunnison,N,<TL,N,R4,D2.5
12/31/21,North San Juan,N,>TL,NE,R3,D2
12/31/21,Gunnison,N,TL,NE,R4,D3
12/31/21,Gunnison,N,TL,NE,R4,D4
12/31/21,Gunnison,N,TL,NE,R4,D3.5
12/31/21,Gunnison,N,TL,NE,R4,D3.5
12/31/21,Gunnison,N,>TL,NE,R3,D2.5
12/31/21,Gunnison,N,>TL,NE,R3,D2.5
12/31/21,Gunnison,N,>TL,NE,R3,D2.5
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R4,D4
12/31/21,Gunnison,N,>TL,NE,R4,D4
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,TL,SE,R4,D3
12/31/21,Front Range,N,>TL,N,R3,D2.5
12/31/21,Gunnison,N,>TL,N,R2,D2.5
12/31/21,Gunnison,N,>TL,N,R2,D2.5
12/31/21,Gunnison,N,>TL,NW,R2,D2.5
12/31/21,Gunnison,N,>TL,NW,R2,D2.5
12/31/21,Gunnison,N,>TL,NW,R2,D2.5
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,NW,R4,D3
12/31/21,Gunnison,N,>TL,W,,D3
12/31/21,Gunnison,N,>TL,N,R2,D2
12/31/21,Aspen,N,>TL,N,R2,D3
12/31/21,Gunnison,N,>TL,N,R3,D3.5
12/31/21,Gunnison,N,>TL,E,R3,D3.5
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Front Range,AX,TL,E,R3,D2.5
12/31/21,Front Range,AX,TL,N,R2,D2
12/31/21,Front Range,AX,TL,N,R3,D2.5
12/31/21,Front Range,AX,TL,N,R2,D1.5
12/31/21,Front Range,AX,TL,N,R1,D1
12/31/21,Vail & Summit County,N,>TL,E,R3,D2.5
12/31/21,Grand Mesa,AE,<TL,NW,R2,D1
12/31/21,Grand Mesa,AE,<TL,N,R2,D1.5
12/31/21,Grand Mesa,AE,<TL,N,R2,D1.5
12/31/21,Grand Mesa,AE,<TL,N,R1,D1
12/31/21,Grand Mesa,AE,<TL,N,R1,D1
12/31/21,Grand Mesa,AE,<TL,NW,R1,D1
12/31/21,Grand Mesa,AB,<TL,SW,R1,D1
12/31/21,Grand Mesa,AB,<TL,NE,R1,D1
12/31/21,Sawatch,AV,<TL,E,R2,D2
12/31/21,Sawatch,AX,<TL,NE,R2,D2
12/31/21,Sawatch,AX,<TL,E,R2,D1.5
12/31/21,North San Juan,N,<TL,E,R3,D2
1/1/22,North San Juan,N,<TL,SE,R2,D2
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,Front Range,N,>TL,E,R1,D1
1/1/22,South San Juan,AE,TL,NE,R3,D3
1/1/22,Gunnison,N,>TL,E,R1,D1.5
1/1/22,Gunnison,N,TL,SE,R2,D2
1/1/22,North San Juan,AS,<TL,N,,D2
1/1/22,Front Range,AS,>TL,NE,R1,D1
1/1/22,Vail & Summit County,N,>TL,NE,R3,D2.5
1/1/22,South San Juan,N,>TL,E,R3,D2.5
1/1/22,Vail & Summit County,U,TL,NE,R2,D3
1/1/22,Sawatch,N,>TL,SE,R3,D2.5
1/1/22,Sawatch,N,>TL,E,R2,D2
1/1/22,Front Range,N,>TL,E,R2,D2
1/1/22,Front Range,N,>TL,E,R2,D2
1/1/22,North San Juan,N,>TL,E,R3,D2.5
1/1/22,North San Juan,N,>TL,NE,R3,D2.5
1/1/22,North San Juan,N,>TL,N,R3,D3
1/1/22,North San Juan,N,>TL,NE,R2,D2
1/1/22,South San Juan,N,>TL,NE,R3,D2
1/1/22,Front Range,N,>TL,E,R2,D2
1/1/22,Front Range,N,>TL,E,R2,D2
1/1/22,Vail & Summit County,N,<TL,NE,R2,D2
1/1/22,Aspen,N,>TL,E,R1,D2
1/1/22,Gunnison,N,>TL,SE,R1,D1
1/1/22,Gunnison,N,>TL,SE,R1,D1
1/1/22,Front Range,U,>TL,SE,R3,D2
1/1/22,Gunnison,N,>TL,E,R4,D4
1/1/22,Gunnison,N,>TL,E,R3,D3
1/1/22,Gunnison,N,>TL,NE,R4,D4
1/1/22,Gunnison,N,>TL,NE,R4,D4
1/1/22,Gunnison,N,>TL,E,R4,D3.5
1/1/22,Gunnison,N,>TL,NE,R4,D3.5
1/1/22,Gunnison,N,>TL,E,R3,D3
1/1/22,Gunnison,N,>TL,E,R2,D2
1/1/22,Gunnison,N,>TL,E,R2,D2
1/1/22,Aspen,N,>TL,E,R2,D2.5
1/1/22,South San Juan,N,<TL,NW,R1,D1.5
1/1/22,South San Juan,N,<TL,N,R3,D2
1/1/22,South San Juan,N,TL,NE,R1,D2
1/1/22,South San Juan,N,TL,NE,R2,D2
1/1/22,South San Juan,N,>TL,E,R2,D2
1/1/22,North San Juan,N,>TL,NE,R2,D2.5
1/1/22,North San Juan,N,>TL,NE,R2,D2.5
1/1/22,North San Juan,N,>TL,NE,R2,D2.5
1/1/22,North San Juan,N,>TL,NE,R3,D3
1/1/22,North San Juan,N,>TL,NE,R3,D3
1/1/22,North San Juan,N,TL,NE,R4,D3
1/1/22,Aspen,N,TL,E,R3,D2
1/1/22,Aspen,N,>TL,E,R2,D2.5
1/1/22,North San Juan,N,>TL,SW,R2,D1.5
1/1/22,North San Juan,N,>TL,SW,R2,D1.5
1/1/22,North San Juan,N,>TL,SW,R2,D1.5
1/1/22,South San Juan,N,>TL,N,R2,D2
1/1/22,South San Juan,N,>TL,N,R2,D2
1/1/22,South San Juan,N,>TL,NE,R2,D2
1/1/22,South San Juan,N,>TL,NE,R2,D2
1/1/22,South San Juan,N,TL,N,R2,D1.5
1/1/22,South San Juan,N,TL,N,R2,D1.5
1/1/22,Aspen,N,<TL,NE,R1,D1
1/1/22,Aspen,N,TL,E,R2,D2
1/1/22,Gunnison,N,<TL,N,R3,D3
1/1/22,Gunnison,N,TL,N,R4,D3.5
1/1/22,Gunnison,N,>TL,E,R2,D2.5
1/1/22,Gunnison,N,>TL,E,R2,D2.5
1/1/22,Gunnison,N,>TL,E,R2,D2.5
1/1/22,Gunnison,N,>TL,E,R2,D2.5
1/1/22,Gunnison,N,>TL,NE,R2,D2.5
1/1/22,Gunnison,N,>TL,NE,R2,D2.5
1/1/22,Gunnison,N,>TL,E,R3,D3.5
1/1/22,Gunnison,N,>TL,E,R3,D3.5
1/1/22,Gunnison,N,>TL,NE,R3,D3
1/1/22,Gunnison,N,>TL,NE,R3,D3
1/1/22,Gunnison,N,>TL,N,R2,D2.5
1/1/22,Gunnison,N,>TL,N,R3,D3.5
1/1/22,Gunnison,N,>TL,N,R3,D3
1/1/22,Gunnison,N,>TL,W,R3,D3
1/1/22,Gunnison,N,>TL,W,R3,D2.5
1/1/22,North San Juan,N,>TL,SW,R2,D2
1/1/22,South San Juan,N,>TL,N,R3,D2.5
1/1/22,North San Juan,N,>TL,N,R2,D2
1/1/22,South San Juan,N,TL,N,R3,D3
1/1/22,South San Juan,N,TL,N,R2,D2
1/1/22,South San Juan,N,TL,N,R2,D2
1/1/22,Aspen,N,>TL,NE,R2,D2.5
1/1/22,Aspen,N,>TL,E,R1,D2
1/1/22,Aspen,N,>TL,E,R2,D2
1/1/22,Aspen,N,>TL,E,R2,D2
1/1/22,Aspen,N,TL,E,R2,D2
1/1/22,Aspen,N,>TL,NE,R3,D3
1/1/22,Aspen,N,>TL,NE,R2,D2
1/1/22,South San Juan,N,TL,N,R2,D2.5
1/1/22,South San Juan,N,>TL,N,R2,D2.5
1/1/22,Front Range,AX,<TL,N,R2,D1
1/1/22,Front Range,AX,TL,N,R2,D1
1/1/22,Front Range,AX,>TL,E,R2,D1.5
1/1/22,Front Range,AX,<TL,N,R2,D1
1/1/22,North San Juan,AE,<TL,SE,R2,D2
1/1/22,North San Juan,AE,<TL,E,R1,D1
1/1/22,North San Juan,AE,TL,E,R2,D1.5
1/1/22,North San Juan,AL,,SE,R1,D1.5
1/1/22,North San Juan,AL,<TL,N,R1,D1.5
1/1/22,North San Juan,AL,<TL,SW,R1,D1.5
1/1/22,North San Juan,AL,<TL,SW,R1,D1.5
1/1/22,North San Juan,AL,<TL,SE,R1,D1
1/1/22,North San Juan,AL,,E,R1,D1
1/1/22,North San Juan,AE,<TL,NW,R1,D1.5
1/1/22,North San Juan,N,<TL,NW,R2,D1.5
1/1/22,North San Juan,AL,,NW,R1,D1.5
1/1/22,North San Juan,AL,,NW,R1,D1.5
1/1/22,North San Juan,AL,,NW,R1,D1
1/1/22,North San Juan,AL,,N,R1,D1.5
1/2/22,Vail & Summit County,N,<TL,NE,R2,D2
1/2/22,Front Range,U,>TL,E,R2,D2
1/2/22,Aspen,N,<TL,N,R3,D2.5
1/2/22,North San Juan,N,<TL,E,R1,D1
1/2/22,Sawatch,N,>TL,E,R3,D3
1/2/22,Sawatch,N,TL,E,R2,D2
1/2/22,Sawatch,N,TL,E,R2,D2
1/2/22,Front Range,N,>TL,SW,R2,D1.5
1/2/22,Front Range,N,>TL,SW,R2,D1.5
1/2/22,Vail & Summit County,N,>TL,E,R3,D2
1/2/22,Sawatch,N,>TL,S,R3,D3
1/2/22,Sawatch,U,<TL,E,R2,D2
1/2/22,Sawatch,U,<TL,E,R2,D2
1/2/22,Front Range,U,>TL,SE,R2,D3
1/2/22,Front Range,N,>TL,E,R3,D2.5
1/2/22,Front Range,N,>TL,NE,R3,D2.5
1/2/22,Front Range,N,>TL,NE,R2,D2.5
1/2/22,Front Range,AR,<TL,NE,R2,D3
1/2/22,Front Range,N,<TL,,R1,D1
1/2/22,Front Range,N,<TL,,R1,D1
1/2/22,Front Range,N,<TL,,R1,D1
1/2/22,North San Juan,N,>TL,NW,R3,D2
1/2/22,Vail & Summit County,AS,<TL,E,R1,D1
1/2/22,Vail & Summit County,AS,<TL,E,R1,D1
1/2/22,Vail & Summit County,N,>TL,S,R1,D1
1/2/22,North San Juan,N,TL,NE,R2,D2
1/2/22,North San Juan,N,TL,N,R2,D2
1/2/22,North San Juan,N,>TL,N,R2,D2
1/2/22,Front Range,U,>TL,NE,R2,D2
1/2/22,North San Juan,AS,>TL,NW,U,U
1/2/22,North San Juan,N,<TL,W,U,U
1/2/22,Vail & Summit County,N,>TL,SE,R2,D1.5
1/2/22,Front Range,U,TL,E,R2,D2
1/2/22,Vail & Summit County,N,>TL,NE,R1,D1.5
1/2/22,North San Juan,AS,>TL,N,R3,D2.5
1/2/22,North San Juan,AS,TL,W,R3,D2
1/2/22,South San Juan,N,TL,N,R3,D2.5
1/2/22,South San Juan,N,TL,NE,R1,D2
1/2/22,North San Juan,N,>TL,NE,R1,D1
1/2/22,Sawatch,N,>TL,NE,R2,D2
1/2/22,Front Range,N,>TL,SE,R2,D2
1/2/22,Front Range,N,>TL,SE,R2,D2
1/2/22,North San Juan,N,TL,SW,R3,D2
1/2/22,North San Juan,N,,E,R2,D2.5
1/2/22,Vail & Summit County,N,<TL,NW,R2,D1
1/2/22,North San Juan,AM,>TL,NE,R2,D2
1/2/22,North San Juan,AM,>TL,NE,R1,D2
1/2/22,North San Juan,AM,>TL,NE,R1,D2
1/2/22,North San Juan,N,,S,R2,D2
1/2/22,North San Juan,N,,E,R2,D2
1/3/22,Front Range,N,>TL,SE,R2,D2
1/3/22,Aspen,N,TL,NE,R2,D2
1/3/22,Aspen,N,TL,NE,R2,D2
1/3/22,Vail & Summit County,U,>TL,SE,R3,D2.5
1/3/22,Vail & Summit County,N,TL,NE,R2,D2
1/3/22,Vail & Summit County,N,TL,NE,R2,D2
1/3/22,Vail & Summit County,AS,TL,NW,R2,D1.5
1/3/22,Vail & Summit County,N,>TL,NE,R1,D1
1/3/22,Front Range,U,TL,W,R1,D1
1/3/22,Vail & Summit County,U,>TL,NE,R1,D1.5
1/3/22,North San Juan,N,>TL,NE,R3,D2.5
1/3/22,Aspen,N,>TL,NE,R1,D2.5
1/3/22,Sawatch,N,TL,E,R3,D2
1/3/22,Vail & Summit County,N,>TL,N,R2,D1.5
1/3/22,Vail & Summit County,N,>TL,N,R2,D1.5
1/3/22,Vail & Summit County,N,>TL,N,R2,D1.5
1/3/22,Vail & Summit County,N,>TL,N,R2,D1.5
1/3/22,Front Range,N,>TL,E,R2,D2
1/3/22,Gunnison,N,>TL,N,R1,D2
1/3/22,Vail & Summit County,U,>TL,E,R3,D2.5
1/3/22,South San Juan,N,>TL,NE,R2,D2.5
1/3/22,North San Juan,N,TL,NE,R2,D2
1/4/22,Aspen,N,>TL,E,R2,D2
1/4/22,Front Range,N,>TL,E,R3,D2.5
1/4/22,Front Range,N,TL,E,R2,D2
1/4/22,South San Juan,AC,TL,NE,R1,D1
1/4/22,Front Range,U,TL,NE,R2,D2
1/4/22,North San Juan,N,>TL,E,R2,D2
1/4/22,Vail & Summit County,AE,>TL,S,R4,D2.5
1/5/22,South San Juan,AL,<TL,NE,R1,D1
1/5/22,South San Juan,AL,<TL,NE,R1,D1
1/5/22,South San Juan,AL,<TL,NE,R1,D1
1/5/22,Front Range,N,<TL,E,R2,D1.5
1/5/22,Aspen,N,>TL,SE,R2,D2
1/5/22,Aspen,N,>TL,NE,R2,D2
1/5/22,Aspen,N,<TL,NE,R1,D1.5
1/5/22,Vail & Summit County,N,TL,N,R2,D2
1/5/22,Aspen,N,<TL,NE,R2,D2
1/6/22,Front Range,U,<TL,NE,R3,D2
1/6/22,Aspen,N,TL,NE,R1,D1
1/6/22,Vail & Summit County,N,TL,E,R2,D2
1/6/22,Vail & Summit County,N,>TL,S,R2,D2
1/6/22,Front Range,N,>TL,E,R2,D2
1/6/22,Vail & Summit County,N,>TL,NE,R2,D2.5
1/6/22,Vail & Summit County,N,>TL,E,R2,D2
1/6/22,Vail & Summit County,N,>TL,E,R2,D2
1/6/22,Vail & Summit County,N,>TL,SE,R2,D2.5
1/6/22,Vail & Summit County,N,>TL,SE,R2,D2
1/6/22,Vail & Summit County,N,>TL,SE,R2,D2
1/6/22,Vail & Summit County,N,>TL,NE,R2,D2
1/6/22,Front Range,N,>TL,NE,R2,D2
1/6/22,Front Range,N,>TL,NE,R2,D2
1/6/22,Vail & Summit County,N,>TL,SE,R1,D1.5
1/6/22,Vail & Summit County,N,>TL,SE,R2,D2
1/6/22,Vail & Summit County,N,<TL,NW,R1,D1
1/6/22,Vail & Summit County,N,<TL,NW,R1,D1
1/6/22,Sawatch,N,>TL,E,R2,D2
1/6/22,Vail & Summit County,N,<TL,E,R2,D1.5
1/6/22,Vail & Summit County,N,TL,E,R2,D2
1/6/22,Vail & Summit County,N,TL,E,R2,D2
1/6/22,Vail & Summit County,N,TL,E,R2,D2
1/6/22,Vail & Summit County,N,TL,E,R2,D2
1/6/22,Aspen,N,TL,N,R2,D1.5
1/6/22,Front Range,N,<TL,NE,R3,D2
1/6/22,Vail & Summit County,N,>TL,E,R3,D2
1/6/22,Vail & Summit County,N,>TL,NE,R2,D2
1/6/22,Front Range,U,>TL,NE,R2,D2
1/6/22,Front Range,U,>TL,NE,R2,D2
1/6/22,Front Range,U,TL,NE,R2,D2
1/6/22,Front Range,U,TL,NE,R2,D2
1/6/22,Aspen,N,>TL,NE,R2,D2.5
1/6/22,Vail & Summit County,U,>TL,NE,R2,D2
1/6/22,Front Range,N,>TL,SE,U,D2
1/6/22,Vail & Summit County,AX,<TL,S,R1,D1
1/6/22,Vail & Summit County,AX,TL,S,R1,D1
1/6/22,Vail & Summit County,AX,>TL,SE,R1,D1.5
1/6/22,Vail & Summit County,AX,>TL,W,R1,D1
1/6/22,Vail & Summit County,AX,>TL,NW,R1,D1.5
1/6/22,Vail & Summit County,AX,>TL,NW,R1,D1
1/6/22,Sawatch,N,<TL,SE,R2,D1.5
1/6/22,Front Range,AX,TL,N,R1,D1
1/6/22,Front Range,AX,TL,N,R2,D2
1/6/22,Front Range,AX,TL,N,R2,D2
1/6/22,Front Range,AX,TL,N,R2,D1.5
1/6/22,Front Range,AX,TL,N,R3,D2.5
1/6/22,Vail & Summit County,AE,<TL,W,R1,D1
1/6/22,Vail & Summit County,AE,<TL,NW,R2,D1
1/6/22,Vail & Summit County,AE,<TL,W,R2,D1.5
1/6/22,Vail & Summit County,AE,<TL,NW,R2,D1
1/6/22,Vail & Summit County,AE,<TL,W,R2,D1
1/6/22,Vail & Summit County,AE,<TL,NW,R2,D1.5
1/6/22,Sawatch,AX,<TL,NE,R2,D1.5
1/6/22,Sawatch,AX,<TL,E,R1,D1
1/7/22,Vail & Summit County,N,>TL,NE,R2,D2
1/7/22,Vail & Summit County,N,>TL,NE,R3,D2.5
1/7/22,Vail & Summit County,N,,,R2,D2
1/7/22,Vail & Summit County,N,,NE,R3,D2.5
1/7/22,Front Range,U,>TL,E,R2,D2.5
1/7/22,Vail & Summit County,N,>TL,E,R1,D1.5
1/7/22,Sawatch,N,TL,SE,R2,D2
1/7/22,Sawatch,N,>TL,NE,R2,D2
1/7/22,Vail & Summit County,N,>TL,W,R2,D2.5
1/7/22,Front Range,AS,>TL,N,R2,D2
1/7/22,Gunnison,N,TL,SW,R1,D1
1/7/22,Gunnison,N,TL,SW,R1,D1
1/7/22,Front Range,U,>TL,E,R2,D2.5
1/7/22,Sawatch,N,>TL,NE,R2,D2
1/7/22,Vail & Summit County,N,TL,NE,R3,D2
1/7/22,Vail & Summit County,N,TL,NW,R1,D1.5
1/7/22,Vail & Summit County,N,TL,E,R2,D2.5
1/7/22,Vail & Summit County,N,>TL,E,,D1.5
1/7/22,North San Juan,AS,>TL,NE,,D2
1/7/22,Vail & Summit County,AS,<TL,NE,R2,D1
1/7/22,Vail & Summit County,N,>TL,E,R2,D2
1/7/22,Sawatch,AS,TL,,R1,D2
1/7/22,Vail & Summit County,N,TL,NE,R3,D2
1/7/22,Sawatch,N,>TL,NE,R2,D2
1/7/22,Front Range,N,TL,E,R3,D2
1/7/22,Front Range,N,>TL,E,R4,D3
1/7/22,Front Range,AA,>TL,S,R2,D1
1/7/22,Front Range,AA,>TL,SE,R2,D1
1/7/22,South San Juan,AX,<TL,E,R2,D1.5
1/7/22,Front Range,AV,<TL,E,R4,D2
1/7/22,Front Range,AX,TL,N,R1,D1
1/7/22,Front Range,AX,TL,N,R1,D1
1/7/22,Front Range,AE,>TL,SW,R1,D1
1/7/22,Vail & Summit County,AE,>TL,E,R1,D1
1/7/22,Vail & Summit County,AE,TL,E,R2,D1.5
1/7/22,Vail & Summit County,AE,TL,E,R1,D1
1/7/22,Vail & Summit County,AE,<TL,E,R2,D1.5
1/7/22,Front Range,AV,<TL,E,R4,D1.5
1/7/22,Vail & Summit County,AS,TL,NE,R3,D2
1/8/22,Front Range,U,<TL,SE,,
1/8/22,Front Range,U,<TL,E,,
1/8/22,Front Range,U,>TL,SE,,D2
1/8/22,Front Range,AS,TL,NE,R3,D2
1/8/22,Front Range,N,TL,SE,R2,D1.5
1/8/22,Gunnison,N,>TL,NE,R1,D1
1/8/22,Gunnison,N,>TL,NE,R1,D1
1/8/22,Gunnison,N,>TL,NE,R1,D1
1/8/22,Gunnison,N,>TL,N,R1,D1
1/8/22,Gunnison,N,>TL,N,R1,D1
1/8/22,Gunnison,N,TL,E,R1,D1.5
1/8/22,Gunnison,N,<TL,SE,R1,D1
1/8/22,Vail & Summit County,AS,<TL,NE,,D1.5
1/8/22,Front Range,AS,<TL,NE,R3,D2
1/8/22,Gunnison,N,>TL,E,R1,D1
1/8/22,Gunnison,N,>TL,E,R1,D1
1/8/22,Gunnison,N,>TL,E,R1,D1
1/8/22,Gunnison,N,>TL,E,R1,D1
1/8/22,Gunnison,N,>TL,E,R1,D1
1/8/22,Gunnison,N,>TL,NE,R1,D1.5
1/8/22,Gunnison,N,>TL,NE,R1,D1.5
1/8/22,Vail & Summit County,N,>TL,E,R3,D2
1/8/22,Vail & Summit County,N,>TL,N,R1,D1
1/8/22,North San Juan,N,>TL,NE,R1,D1
1/8/22,Steamboat & Flat Tops,N,<TL,N,R1,D1
1/8/22,Front Range,N,TL,NE,R2,D1.5
1/8/22,Front Range,N,TL,NE,R2,D1.5
1/8/22,Front Range,U,>TL,NE,R2,D2
1/8/22,Vail & Summit County,AI,TL,NE,R3,D2
1/9/22,Vail & Summit County,AR,>TL,SW,R2,D2
1/9/22,Steamboat & Flat Tops,AM,<TL,NE,R1,D1
1/9/22,Vail & Summit County,N,<TL,NE,R2,D2
1/9/22,Front Range,AM,>TL,E,R4,D3
1/9/22,North San Juan,AS,>TL,N,R1,D2
1/9/22,Front Range,U,>TL,E,R3,D2
1/9/22,Vail & Summit County,AS,>TL,SW,R2,D1.5
1/9/22,Vail & Summit County,N,>TL,NE,R2,D2
1/9/22,Vail & Summit County,N,>TL,NE,R2,D2
1/9/22,Aspen,N,>TL,E,R2,D2
1/9/22,Aspen,N,>TL,E,R2,D2
1/9/22,Vail & Summit County,N,>TL,N,R2,D2
1/9/22,Sawatch,N,>TL,NE,R2,D2
1/9/22,Vail & Summit County,N,TL,SE,R2,D2
1/9/22,Vail & Summit County,N,TL,SE,R2,D2
1/9/22,Vail & Summit County,N,TL,SE,R2,D2
1/9/22,Vail & Summit County,N,TL,SE,R2,D2
1/9/22,Vail & Summit County,U,TL,E,R1,D2
1/9/22,Front Range,N,TL,E,R2,D2
1/10/22,Vail & Summit County,U,>TL,N,R1,D2
1/10/22,Vail & Summit County,U,>TL,N,R1,D2
1/10/22,Vail & Summit County,U,>TL,N,R1,D2
1/10/22,Gunnison,N,TL,SE,R1,D1
1/10/22,Gunnison,N,TL,SE,R1,D1
1/10/22,Gunnison,N,TL,SE,R1,D1
1/10/22,Gunnison,N,TL,SE,R1,D1
1/10/22,Gunnison,N,TL,SE,R1,D1
1/10/22,Gunnison,N,>TL,S,R1,D1
1/10/22,Gunnison,N,>TL,S,R1,D1
1/10/22,Sawatch,AS,TL,SE,R2,D2
1/10/22,Aspen,N,>TL,S,R1,D2
1/10/22,Sawatch,N,>TL,S,R2,D2
1/10/22,Front Range,N,>TL,E,R2,D2
1/10/22,Aspen,N,TL,NW,R2,D2
1/10/22,Aspen,N,>TL,NE,R1,D2
1/10/22,Sawatch,N,>TL,NE,R2,D2
1/11/22,Vail & Summit County,N,>TL,E,R2,D1.5
1/11/22,Vail & Summit County,N,>TL,E,R2,D1.5
1/11/22,Vail & Summit County,N,>TL,E,R2,D1.5
1/11/22,Front Range,N,>TL,E,R2,D2.5
1/11/22,Steamboat & Flat Tops,N,<TL,,R1,D1.5
1/11/22,Vail & Summit County,N,>TL,E,R2,D2
1/11/22,Front Range,N,>TL,E,R2,D2
1/11/22,Front Range,U,>TL,E,R1,D1
1/12/22,Front Range,U,TL,NE,R1,D2
1/12/22,Front Range,U,<TL,SE,R1,D1
1/12/22,Front Range,AM,TL,E,R2,D2
1/12/22,North San Juan,AS,>TL,NW,R2,D2
1/13/22,Front Range,U,<TL,N,R2,D1.5
1/13/22,Gunnison,N,TL,SE,,D1.5
1/13/22,South San Juan,N,>TL,S,R1,D2
1/13/22,South San Juan,N,>TL,SE,R1,D2
1/15/22,Front Range,AR,>TL,E,R1,D1
1/15/22,Vail & Summit County,U,TL,E,R2,D1.5
1/16/22,Vail & Summit County,U,>TL,NW,R2,D2
1/16/22,Vail & Summit County,AS,TL,W,R1,D1
1/18/22,Front Range,AK,>TL,NE,R4,D2.5
1/20/22,Front Range,N,>TL,NE,R2,D2
1/21/22,Sawatch,N,>TL,W,R1,D1
1/21/22,Sawatch,N,>TL,W,R1,D1
1/21/22,Sawatch,N,>TL,W,R1,D1
1/21/22,Gunnison,AS,<TL,NE,R1,D1
1/21/22,Gunnison,AS,<TL,NE,R1,D1
1/21/22,Gunnison,AS,<TL,NE,R1,D1
1/21/22,Vail & Summit County,U,>TL,E,R2,D2
1/22/22,Front Range,N,>TL,E,R1,D1
1/22/22,Front Range,N,>TL,E,R1,D1
1/22/22,Front Range,N,>TL,E,R1,D1
1/22/22,Gunnison,N,>TL,N,R1,D1.5
1/22/22,Sawatch,U,TL,SE,R1,D1
1/22/22,Steamboat & Flat Tops,N,<TL,W,R1,D1
1/22/22,Gunnison,N,>TL,NE,R1,D1
1/22/22,Gunnison,AS,TL,SE,R1,D1
1/22/22,Gunnison,AO,>TL,N,R1,D1
1/22/22,Gunnison,N,>TL,NE,R1,D1
1/22/22,Gunnison,AS,>TL,E,R1,D1
1/22/22,Sawatch,N,TL,NE,R1,D1
1/22/22,Sawatch,N,TL,NE,R1,D1
1/22/22,Sawatch,N,TL,NE,R1,D1
1/22/22,Front Range,AS,<TL,,R1,D1
1/22/22,Gunnison,AS,<TL,E,R1,D1
1/22/22,Aspen,U,>TL,W,R2,D2
1/23/22,Gunnison,AS,,NE,R1,D1
1/23/22,Gunnison,AS,,NE,R1,D1
1/23/22,Gunnison,AS,>TL,SW,R1,D1
1/23/22,Gunnison,N,>TL,W,R1,D1
1/23/22,Gunnison,N,<TL,E,,D1
1/23/22,Aspen,N,>TL,E,R1,D1
1/23/22,Aspen,N,>TL,E,R1,D1
1/23/22,Vail & Summit County,U,TL,NW,R1,D1
1/23/22,Gunnison,N,>TL,N,R1,D1
1/23/22,Gunnison,N,>TL,NE,R1,D1
1/23/22,Vail & Summit County,U,TL,NW,R1,D2
1/23/22,Front Range,U,TL,S,R1,D1
1/23/22,Gunnison,U,TL,NW,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,SE,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
1/26/22,Vail & Summit County,N,>TL,E,R1,D1
