Date,Zone,Trigger,Elevation,Aspect,R-Size,D-Size
12/19/21,Vail & Summit County,N,TL,,R1,D1
12/19/21,Gunnison,AS,<TL,NE,R1,D1
12/19/21,Sawatch,N,>TL,W,R1,D1.5
12/19/21,Front Range,N,>TL,E,R1,D1
12/19/21,North San Juan,N,>TL,NW,R1,D2
12/19/21,North San Juan,N,>TL,NW,U,U
12/19/21,Front Range,U,>TL,E,R1,D1
12/19/21,Aspen,N,>TL,NE,R2,D2
12/19/21,Sawatch,AS,TL,N,R1,D1
12/20/21,Vail & Summit County,U,TL,NE,R2,D2
12/20/21,Vail & Summit County,U,TL,NE,R1,D1.5
12/20/21,Front Range,AS,<TL,N,R1,D1
12/20/21,Steamboat & Flat Tops,N,>TL,NE,R2,D2
12/21/21,South San Juan,N,>TL,N,R2,D2
12/21/21,South San Juan,N,>TL,N,R2,D2
12/21/21,South San Juan,N,>TL,NE,R1,D2
12/21/21,South San Juan,N,TL,NE,R1,D2
12/21/21,South San Juan,N,TL,NE,R1,D2
12/21/21,South San Juan,N,TL,NE,R1,D2
12/21/21,South San Juan,N,<TL,N,R1,D2
12/21/21,South San Juan,N,<TL,N,R1,D2
12/21/21,South San Juan,N,>TL,E,R2,D2
12/21/21,South San Juan,N,>TL,E,R2,D2
12/21/21,Steamboat & Flat Tops,AS,<TL,NW,R1,D1
12/22/21,South San Juan,N,>TL,E,R1,D1.5
12/24/21,Vail & Summit County,N,TL,NE,R2,D2
12/24/21,Front Range,AS,<TL,E,R1,D1.5
12/24/21,Sawatch,N,>TL,E,R1,D1
12/24/21,Sawatch,AS,TL,E,R1,D1
12/24/21,Sawatch,AS,TL,E,R1,D1
12/24/21,Front Range,AS,TL,NE,R1,D1
12/24/21,Front Range,N,TL,NE,R1,D1
12/24/21,Gunnison,AS,<TL,NE,R2,D1
12/24/21,Gunnison,N,<TL,NE,R2,D1
12/24/21,Vail & Summit County,AS,<TL,NW,R1,D1
12/24/21,North San Juan,N,>TL,N,R2,D2
12/24/21,North San Juan,N,>TL,N,R2,D2
12/24/21,North San Juan,N,>TL,NW,R2,D2
12/24/21,Aspen,N,>TL,NE,R2,D1.5
12/24/21,Aspen,N,<TL,E,R3,D2
12/24/21,Aspen,N,<TL,NE,R1,D1.5
12/24/21,Aspen,N,<TL,NE,R1,D1.5
12/24/21,Aspen,N,<TL,NE,R1,D1.5
12/24/21,Aspen,N,<TL,NE,R1,D1.5
12/24/21,Aspen,N,<TL,NE,R1,D1.5
12/24/21,Aspen,N,TL,NE,R1,D1.5
12/24/21,Aspen,N,TL,NE,R1,D1.5
12/24/21,Aspen,N,>TL,NE,R2,D3
12/24/21,Gunnison,N,>TL,NE,R2,D3
12/24/21,Gunnison,U,>TL,S,,D2.5
12/24/21,Gunnison,N,>TL,NE,R2,D2
12/24/21,Gunnison,N,>TL,NE,R2,D2
12/24/21,Gunnison,N,>TL,NE,R2,D2.5
12/24/21,Gunnison,N,>TL,NE,R2,D2.5
12/24/21,Gunnison,N,>TL,SE,R3,D3
12/24/21,Gunnison,N,>TL,SE,R2,D2.5
12/24/21,Gunnison,N,>TL,NE,R3,D3
12/24/21,Gunnison,N,>TL,NE,R3,D3
12/24/21,South San Juan,U,<TL,NE,R3,D2
12/24/21,Aspen,N,<TL,W,R1,D2
12/24/21,Aspen,N,<TL,NE,R1,D1
12/24/21,Aspen,N,<TL,NW,R2,D1.5
12/24/21,Gunnison,N,<TL,E,R2,D1.5
12/24/21,Gunnison,N,<TL,E,R2,D1.5
12/24/21,South San Juan,N,>TL,E,R1,D2
12/24/21,Gunnison,N,>TL,E,R3,D2.5
12/24/21,Gunnison,N,>TL,E,R3,D2.5
12/24/21,Gunnison,N,TL,SE,R2,D2
12/24/21,Gunnison,N,>TL,W,R2,D2.5
12/24/21,Gunnison,N,TL,NE,R3,D2.5
12/24/21,Front Range,AS,<TL,NE,R1,D1
12/24/21,Front Range,AS,<TL,E,R2,D2
12/24/21,Sawatch,N,<TL,E,R3,D2
12/24/21,Front Range,AX,<TL,N,R2,D1.5
12/24/21,Front Range,AX,>TL,N,R3,D2
12/24/21,Front Range,AX,>TL,E,R3,D2
12/24/21,Front Range,AX,<TL,N,R2,D1
12/24/21,Front Range,AX,TL,N,R3,D1.5
12/24/21,Grand Mesa,N,<TL,N,R2,D1
12/24/21,Vail & Summit County,N,>TL,S,R3,D2
12/24/21,Front Range,N,<TL,E,R2,D1
12/24/21,Vail & Summit County,N,>TL,E,R2,D1
12/24/21,Vail & Summit County,N,TL,E,R2,D2
12/24/21,Grand Mesa,AE,<TL,NW,R2,D1.5
12/24/21,Grand Mesa,AE,<TL,N,R2,D1.5
12/24/21,Grand Mesa,AE,<TL,N,R3,D1.5
12/24/21,Grand Mesa,AE,<TL,N,R2,D2
12/24/21,Grand Mesa,AE,<TL,N,R3,D2.5
12/24/21,Grand Mesa,AE,<TL,NW,R3,D2.5
12/24/21,Aspen,AS,>TL,NW,R1,D1
12/24/21,Aspen,AS,>TL,NW,R1,D1
12/24/21,North San Juan,N,<TL,E,R1,D1.5
12/24/21,South San Juan,AS,<TL,NE,R2,D1.5
12/24/21,South San Juan,AL,<TL,SE,R2,D2
12/24/21,Front Range,AR,<TL,N,R2,D2
12/24/21,South San Juan,AL,<TL,S,R2,D2
12/24/21,North San Juan,AB,TL,E,R2,D2
12/24/21,North San Juan,AE,<TL,E,R2,D2
12/24/21,South San Juan,AL,<TL,W,R2,D2
12/24/21,South San Juan,AL,<TL,W,R2,D2
12/24/21,Sawatch,N,<TL,E,R2,D2
12/24/21,South San Juan,AL,<TL,SW,R2,D2
12/24/21,South San Juan,AE,<TL,E,R2,D2
12/24/21,South San Juan,AL,<TL,E,R2,D2
12/24/21,South San Juan,AL,<TL,E,R1,D1.5
12/24/21,North San Juan,AE,<TL,SE,R2,D2
12/24/21,North San Juan,AE,<TL,E,R2,D2
12/24/21,Sawatch,AX,<TL,E,R2,D1.5
12/25/21,Front Range,N,<TL,N,R3,D1.5
12/25/21,Vail & Summit County,N,>TL,W,R2,D2
12/25/21,Vail & Summit County,N,>TL,NW,R2,D2
12/25/21,South San Juan,AX,<TL,E,R2,D1.5
12/25/21,Front Range,U,>TL,E,R2,D2
12/25/21,Vail & Summit County,N,TL,E,R2,D2
12/25/21,Vail & Summit County,N,TL,E,R2,D2
12/25/21,Vail & Summit County,N,>TL,E,R3,D2
12/25/21,Front Range,N,>TL,SE,R2,D2
12/25/21,Front Range,N,>TL,SE,R2,D2
12/25/21,Sawatch,N,>TL,E,R3,D2.5
12/25/21,Vail & Summit County,N,>TL,E,R3,D2.5
12/25/21,Sawatch,N,>TL,N,R2,D1.5
12/25/21,Sawatch,N,>TL,N,R2,D1.5
12/25/21,Front Range,AS,>TL,SE,R2,D2
12/25/21,Front Range,N,TL,NE,R2,D2
12/25/21,Front Range,N,TL,NE,R1,D1.5
12/25/21,Vail & Summit County,N,>TL,NE,R2,D2.5
12/25/21,Vail & Summit County,AM,<TL,E,R1,D1.5
12/25/21,Front Range,N,TL,N,R1,D1.5
12/25/21,Front Range,U,<TL,,R1,D1
12/25/21,North San Juan,N,>TL,NW,R2,D2
12/25/21,North San Juan,N,>TL,NE,R2,D2
12/25/21,North San Juan,N,>TL,NE,R1,D2
12/25/21,Vail & Summit County,N,TL,NW,R1,D1.5
12/25/21,Gunnison,N,<TL,E,R1,D1
12/25/21,Vail & Summit County,AS,<TL,N,R3,D1.5
12/25/21,Vail & Summit County,AS,<TL,W,R1,D1
12/25/21,Gunnison,N,>TL,SE,R3,D3
12/25/21,Gunnison,N,>TL,SE,R3,D3
12/25/21,Gunnison,N,>TL,S,R3,D2.5
12/25/21,Gunnison,N,>TL,SE,R1,D2
12/25/21,Gunnison,N,>TL,SE,R1,D2
12/25/21,Gunnison,N,>TL,SE,R1,D2
12/25/21,Gunnison,N,,E,R3,D2.5
12/25/21,Gunnison,N,TL,SE,R3,D2.5
12/25/21,Gunnison,AS,TL,NE,R1,D2
12/25/21,Front Range,N,>TL,E,R3,D2
12/25/21,South San Juan,N,TL,N,R3,D2
12/25/21,North San Juan,N,TL,N,R2,D2
12/25/21,North San Juan,N,TL,N,R2,D2
12/25/21,North San Juan,N,TL,W,R2,D2
12/25/21,Gunnison,AS,<TL,E,R2,D2.5
12/25/21,Gunnison,N,>TL,E,R1,D2
12/25/21,Gunnison,U,>TL,NE,,D3
12/25/21,Gunnison,N,>TL,N,R2,D2.5
12/25/21,Vail & Summit County,N,>TL,E,R2,D2
12/25/21,North San Juan,AS,TL,E,R3,D2
12/25/21,Front Range,AX,<TL,NE,R4,D2.5
12/25/21,Vail & Summit County,AX,TL,W,R3,D2
12/25/21,Vail & Summit County,AX,>TL,W,R2,D1.5
12/25/21,Front Range,AX,TL,N,R2,D1.5
12/25/21,Front Range,AX,TL,N,R2,D1.5
12/25/21,Front Range,AX,TL,E,R2,D2
12/25/21,Front Range,AX,TL,N,R2,D1.5
12/25/21,Front Range,AX,TL,N,R1,D1
12/25/21,Front Range,AX,TL,N,R1,D1
12/25/21,Vail & Summit County,AE,>TL,E,R3,D1.5
12/25/21,Vail & Summit County,AE,>TL,E,R2,D1
12/25/21,Front Range,AE,>TL,NW,R2,D1
12/25/21,Front Range,AE,>TL,W,R2,D1
12/25/21,Front Range,AE,TL,SW,R3,D1.5
12/25/21,Vail & Summit County,N,>TL,W,R2,D1
12/25/21,Vail & Summit County,N,>TL,E,R2,D1.5
12/25/21,Aspen,AS,<TL,NE,R2,D2
12/25/21,Aspen,AS,<TL,N,R1,D1
12/25/21,Sawatch,N,>TL,N,R2,D2
12/26/21,Gunnison,N,TL,NE,R2,D3
12/26/21,Gunnison,N,TL,NE,R2,D2.5
12/26/21,Gunnison,N,TL,NE,R2,D2.5
12/26/21,Gunnison,N,TL,NE,R2,D2.5
12/26/21,Gunnison,N,<TL,NE,R2,D2
12/26/21,Gunnison,N,<TL,NE,R2,D2
12/26/21,Gunnison,N,<TL,NE,R2,D2
12/26/21,Gunnison,N,<TL,NE,R2,D2
12/26/21,Gunnison,N,TL,NW,R1,D2
12/26/21,Gunnison,N,TL,NW,R1,D2
12/26/21,Gunnison,N,TL,NW,R1,D2
12/26/21,Gunnison,N,>TL,E,R1,D2
12/26/21,Gunnison,N,>TL,E,R2,D3
12/26/21,Gunnison,N,>TL,N,R2,D2.5
12/26/21,Gunnison,N,>TL,N,R2,D2.5
12/26/21,Gunnison,N,>TL,N,R2,D2.5
12/26/21,Gunnison,N,>TL,NE,R2,D2.5
12/26/21,Gunnison,N,>TL,NE,R2,D2.5
12/26/21,Gunnison,N,>TL,NE,R2,D2.5
12/26/21,Gunnison,N,>TL,NE,R2,D2.5
12/26/21,Gunnison,N,>TL,NE,R2,D2.5
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,TL,E,R2,D2
12/26/21,Gunnison,N,<TL,E,R2,D2
12/26/21,Gunnison,N,<TL,E,R2,D2
12/26/21,Gunnison,N,<TL,E,R2,D2
12/26/21,Gunnison,U,TL,E,R2,D1.5
12/26/21,Front Range,AF,TL,NE,R3,D2
12/26/21,Sawatch,N,>TL,E,R2,D2
12/26/21,Vail & Summit County,N,<TL,W,R1,D1
12/26/21,Front Range,AM,TL,E,R2,D2
12/26/21,Front Range,AM,TL,E,R2,D2
12/26/21,Front Range,U,,,,
12/26/21,Front Range,AV,<TL,E,R1,D1.5
12/26/21,Front Range,U,,,,
12/26/21,Vail & Summit County,AS,TL,,R2,D2
12/26/21,South San Juan,N,<TL,W,,D2
12/26/21,Gunnison,N,<TL,W,R2,D1.5
12/26/21,Sawatch,N,TL,NE,R3,D2.5
12/26/21,Front Range,U,<TL,NE,R2,D1.5
12/26/21,Front Range,AW,>TL,SE,R2,D2
12/26/21,Front Range,AS,TL,NE,R3,D2
12/26/21,Grand Mesa,N,<TL,NE,R2,D1
12/26/21,North San Juan,N,<TL,NW,R2,D1.5
12/26/21,Sawatch,N,<TL,NE,R2,D1.5
12/27/21,North San Juan,N,>TL,NE,U,D2.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Sawatch,N,<TL,N,R2,D1.5
12/27/21,Vail & Summit County,N,>TL,NE,R1,D1
12/27/21,Vail & Summit County,N,>TL,E,R2,D2
12/27/21,Vail & Summit County,U,TL,S,R1,D1.5
12/27/21,South San Juan,N,TL,N,R3,D2.5
12/27/21,Vail & Summit County,N,TL,NE,R1,D1.5
12/27/21,Front Range,N,TL,N,R3,D2
12/27/21,Front Range,N,>TL,N,R2,D2
12/27/21,Front Range,N,>TL,NW,R3,D2
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Front Range,N,<TL,N,R1,D1
12/27/21,Vail & Summit County,N,>TL,E,R3,D3
12/27/21,Vail & Summit County,N,TL,N,R3,D2.5
12/27/21,Vail & Summit County,AS,<TL,NE,R1,D1.5
12/27/21,Gunnison,N,<TL,NE,R2,D2
12/27/21,Gunnison,N,<TL,NE,R2,D2
12/27/21,Gunnison,N,<TL,NE,R2,D2
12/27/21,Front Range,AR,<TL,NE,R2,D1.5
12/27/21,North San Juan,AS,<TL,NW,R1,D1.5
12/27/21,Front Range,AX,TL,E,R2,D1.5
12/27/21,Front Range,AX,TL,N,R2,D1.5
12/27/21,Front Range,AX,TL,N,R1,D1
12/27/21,Front Range,AX,TL,N,R2,D1.5
12/27/21,Front Range,AX,TL,N,R1,D1
12/27/21,Vail & Summit County,AE,<TL,SW,R2,D1.5
12/27/21,Vail & Summit County,AE,<TL,W,R2,D1.5
12/27/21,Vail & Summit County,AE,<TL,W,R3,D2
12/27/21,Vail & Summit County,AE,<TL,W,R3,
12/27/21,Vail & Summit County,AE,<TL,W,R3,D1.5
12/27/21,Vail & Summit County,AE,<TL,SW,R3,D1.5
12/27/21,Vail & Summit County,AE,<TL,SW,R2,D1.5
12/27/21,Vail & Summit County,AS,<TL,W,R3,D1.5
12/27/21,Vail & Summit County,AE,<TL,SW,R3,D1
12/27/21,Vail & Summit County,AE,<TL,SW,R3,D1
12/27/21,Vail & Summit County,AE,<TL,W,R3,D1
12/27/21,Aspen,AS,<TL,NW,R1,D1
12/27/21,Aspen,AS,<TL,NW,R1,D1.5
12/28/21,Vail & Summit County,AE,<TL,W,R3,D1.5
12/28/21,Vail & Summit County,AE,<TL,W,R3,D1.5
12/28/21,Vail & Summit County,AE,<TL,SW,R3,D1
12/28/21,Vail & Summit County,AE,<TL,W,R3,D1
12/28/21,Vail & Summit County,AE,<TL,W,R3,D1.5
12/28/21,Sawatch,N,>TL,E,R2,D2
12/28/21,Sawatch,N,<TL,NW,R1,D1.5
12/28/21,Sawatch,N,<TL,NW,R1,D1.5
12/28/21,Sawatch,N,<TL,W,R2,D1.5
12/28/21,Sawatch,N,>TL,NW,R1,D1.5
12/28/21,South San Juan,N,<TL,W,R1,D1.5
12/28/21,Vail & Summit County,AM,<TL,S,R1,D1
12/28/21,Front Range,AS,<TL,E,R1,D1.5
12/28/21,Aspen,N,TL,W,R3,D1.5
12/28/21,Gunnison,N,TL,NE,R3,D2.5
12/28/21,Gunnison,N,TL,NE,R3,D2.5
12/28/21,Gunnison,N,TL,NE,R3,D2.5
12/28/21,Gunnison,N,TL,NE,R3,D2.5
12/28/21,Gunnison,N,<TL,E,R3,D2
12/28/21,Gunnison,N,>TL,NE,R4,D3.5
12/28/21,Gunnison,N,TL,SW,R3,D2.5
12/28/21,Front Range,AS,<TL,SE,,D1
12/28/21,Sawatch,N,>TL,NE,R2,D2
12/28/21,Sawatch,N,>TL,E,R2,D2
12/28/21,Sawatch,AE,<TL,NE,R2,D1.5
12/28/21,Sawatch,AE,<TL,E,R2,D1.5
12/28/21,Sawatch,AX,<TL,NE,R1,D1.5
12/28/21,Sawatch,AX,<TL,E,R1,D1.5
12/28/21,Sawatch,AX,<TL,E,R1,D1.5
12/28/21,Sawatch,AE,<TL,NE,R1,D1
12/28/21,Grand Mesa,AE,<TL,N,R2,D1.5
12/28/21,Grand Mesa,AE,<TL,N,R1,D1
12/28/21,Grand Mesa,AE,<TL,N,R1,D1
12/28/21,Grand Mesa,AE,<TL,NW,R1,D1
12/28/21,North San Juan,AB,,NE,,
12/28/21,North San Juan,AL,,SE,R2,D2
12/28/21,Sawatch,U,>TL,NW,R2,D2
12/28/21,Vail & Summit County,N,<TL,N,R2,D1
12/28/21,Vail & Summit County,N,<TL,N,R2,D1
12/28/21,Vail & Summit County,N,<TL,NW,R2,D1
12/28/21,Vail & Summit County,N,<TL,NW,R2,D1
12/28/21,Grand Mesa,AE,<TL,NW,R1,D1
12/29/21,Front Range,AK,<TL,N,R3,D2
12/29/21,Gunnison,U,TL,E,R3,D2.5
12/29/21,Sawatch,AM,<TL,N,R1,D1
12/29/21,Sawatch,N,>TL,SE,R2,D2
12/29/21,Vail & Summit County,N,>TL,NE,R2,D2
12/29/21,Aspen,AS,<TL,NE,R2,D2
12/29/21,Front Range,U,TL,SE,R2,D1.5
12/29/21,Front Range,AS,TL,NE,R1,D1.5
12/29/21,South San Juan,N,TL,NE,R2,D1.5
12/29/21,South San Juan,N,TL,NE,R2,D1.5
12/29/21,South San Juan,N,>TL,NE,R2,D2
12/29/21,South San Juan,AL,<TL,SE,R1,D1.5
12/29/21,South San Juan,AL,<TL,SE,R1,D1.5
12/29/21,South San Juan,AL,<TL,SE,R1,D1.5
12/29/21,South San Juan,AL,<TL,S,R1,D1.5
12/29/21,South San Juan,AE,<TL,NE,R1,D1.5
12/29/21,South San Juan,AE,<TL,NE,R1,D1.5
12/29/21,South San Juan,AE,<TL,E,R2,D2
12/29/21,North San Juan,AE,,E,R1,D1
12/29/21,North San Juan,AE,,E,R1,D1
12/29/21,North San Juan,AE,,E,R1,D1
12/29/21,South San Juan,AL,<TL,E,R1,D1.5
12/29/21,South San Juan,AL,<TL,SE,R1,D1.5
12/29/21,South San Juan,AL,<TL,E,R1,D1
12/29/21,South San Juan,AE,,SW,R1,D1
12/29/21,South San Juan,AE,,SW,R1,D1
12/29/21,South San Juan,AE,,SW,R1,D1
12/29/21,South San Juan,AE,,SW,R1,D1
12/29/21,South San Juan,AL,<TL,E,R1,D1.5
12/29/21,South San Juan,AL,<TL,NE,R1,D2
12/29/21,South San Juan,AL,<TL,E,R1,D1.5
12/29/21,South San Juan,AL,<TL,E,R1,D1.5
12/29/21,South San Juan,AL,<TL,E,R1,D1.5
12/29/21,South San Juan,AE,<TL,NE,R1,D1.5
12/29/21,Front Range,AS,>TL,N,R2,D1
12/29/21,North San Juan,AA,>TL,NW,R3,D2
12/29/21,North San Juan,AS,<TL,N,U,D1.5
12/29/21,North San Juan,AA,,NW,R2,D2
12/30/21,Vail & Summit County,N,>TL,NW,R2,D2
12/30/21,Front Range,N,<TL,E,R1,D1
12/30/21,Front Range,N,>TL,E,R1,D2
12/30/21,Front Range,N,>TL,E,R2,D2
12/30/21,Gunnison,N,<TL,E,R2,D2
12/30/21,Gunnison,N,TL,NE,R4,D3.5
12/30/21,Gunnison,N,<TL,NE,R3,D2.5
12/30/21,Gunnison,N,>TL,NE,R3,D3
12/30/21,Gunnison,N,>TL,NE,R3,D2.5
12/30/21,Gunnison,N,>TL,N,R3,D3
12/30/21,Vail & Summit County,AS,<TL,NE,R3,D2
12/30/21,Vail & Summit County,AS,<TL,NE,R2,D2
12/30/21,Sawatch,U,<TL,NW,R2,D1
12/30/21,South San Juan,AX,<TL,E,R2,D1.5
12/30/21,South San Juan,AX,<TL,E,R2,D1.5
12/31/21,Vail & Summit County,U,<TL,,R1,D1
12/31/21,Front Range,U,<TL,NE,R2,D1.5
12/31/21,Gunnison,N,<TL,E,R2,D2
12/31/21,Gunnison,N,<TL,E,R2,D2
12/31/21,Gunnison,N,<TL,E,R2,D2
12/31/21,Aspen,N,TL,NE,,D2
12/31/21,South San Juan,N,>TL,E,R2,D2
12/31/21,South San Juan,N,>TL,E,R2,D2
12/31/21,South San Juan,N,>TL,E,R2,D2
12/31/21,South San Juan,N,TL,E,R1,D2
12/31/21,South San Juan,N,>TL,NE,R2,D2
12/31/21,South San Juan,N,>TL,SE,R1,D2
12/31/21,Aspen,N,<TL,SE,R1,D1
12/31/21,Aspen,N,>TL,N,R3,D3
12/31/21,Vail & Summit County,N,TL,E,U,U
12/31/21,Gunnison,N,>TL,W,R3,D2.5
12/31/21,Aspen,N,>TL,NE,R3,D3
12/31/21,Aspen,N,>TL,E,R2,D2
12/31/21,Aspen,N,<TL,NW,R2,D1.5
12/31/21,Front Range,N,>TL,E,R2,D2
12/31/21,Sawatch,N,All,NE,R3,D2
12/31/21,Vail & Summit County,N,>TL,E,R1,D2
12/31/21,Aspen,N,>TL,NE,R1,D1.5
12/31/21,Aspen,N,>TL,NE,R1,D2
12/31/21,Front Range,U,TL,N,R1,D1.5
12/31/21,Gunnison,N,>TL,NE,R2,D2.5
12/31/21,Aspen,N,>TL,E,R2,D2.5
12/31/21,Aspen,N,>TL,SE,R2,D2.5
12/31/21,Aspen,N,>TL,E,R2,D2
12/31/21,Aspen,N,>TL,E,R2,D2.5
12/31/21,Aspen,N,>TL,SE,R2,D2.5
12/31/21,Aspen,N,>TL,NW,R2,D2.5
12/31/21,Aspen,N,>TL,SE,R2,D2.5
12/31/21,Aspen,N,TL,SE,R2,D2
12/31/21,Aspen,N,>TL,E,R3,D3
12/31/21,Aspen,N,>TL,NW,R3,D2.5
12/31/21,Gunnison,N,TL,NE,R4,D3
12/31/21,Gunnison,N,TL,NE,R4,D3
12/31/21,Gunnison,N,TL,N,R2,D2.5
12/31/21,Gunnison,N,>TL,E,R4,D3.5
12/31/21,Gunnison,N,>TL,E,R4,D3.5
12/31/21,Vail & Summit County,N,<TL,NW,R2,D2
12/31/21,Vail & Summit County,N,TL,NE,R2,D2
12/31/21,Vail & Summit County,N,>TL,N,R1,D1
12/31/21,Aspen,N,<TL,N,R2,D2
12/31/21,Aspen,N,>TL,NW,R2,D2
12/31/21,Aspen,N,>TL,E,R2,D2.5
12/31/21,Gunnison,N,>TL,E,R2,D2
12/31/21,Gunnison,N,>TL,E,R2,D2
12/31/21,Gunnison,N,>TL,W,R2,D2
12/31/21,Gunnison,N,>TL,W,R2,D2
12/31/21,Gunnison,N,>TL,N,R2,D2.5
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,South San Juan,N,TL,E,,D2
12/31/21,South San Juan,N,>TL,E,,D2
12/31/21,South San Juan,N,TL,NE,,D2
12/31/21,South San Juan,N,>TL,NE,,D2
12/31/21,Gunnison,N,>TL,E,R4,D3
12/31/21,Gunnison,N,>TL,NE,R3,D4
12/31/21,Gunnison,N,>TL,NE,R3,D4
12/31/21,Gunnison,N,>TL,NE,R3,D4
12/31/21,Gunnison,N,>TL,N,R4,D2
12/31/21,Gunnison,N,>TL,N,R4,D2
12/31/21,Gunnison,N,TL,N,R3,D2
12/31/21,Gunnison,N,>TL,N,R4,D3
12/31/21,Gunnison,N,<TL,N,R3,D2
12/31/21,Gunnison,N,<TL,N,R3,D2
12/31/21,Gunnison,N,<TL,N,R3,D2
12/31/21,Gunnison,N,<TL,N,R3,D2
12/31/21,Gunnison,N,>TL,NE,R4,D3
12/31/21,Gunnison,N,TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,N,R3,D2.5
12/31/21,Gunnison,N,>TL,NE,R4,D3
12/31/21,Gunnison,N,>TL,E,R4,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,TL,NE,R3,D3
12/31/21,Gunnison,N,TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Aspen,N,>TL,N,R4,D4
12/31/21,Aspen,N,TL,N,R4,D3
12/31/21,Aspen,N,>TL,NE,R4,D3.5
12/31/21,Aspen,N,>TL,NE,R4,D3.5
12/31/21,Aspen,N,>TL,NE,R3,D3
12/31/21,Aspen,N,>TL,NE,R3,D3
12/31/21,Aspen,N,>TL,N,R3,D3
12/31/21,Aspen,N,>TL,NE,R4,D3.5
12/31/21,Aspen,N,>TL,NE,R2,D2.5
12/31/21,Aspen,N,>TL,NE,R4,D4
12/31/21,Aspen,N,>TL,N,R4,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,SE,R4,D3
12/31/21,Gunnison,N,>TL,SE,R2,D2
12/31/21,Gunnison,N,>TL,SE,R2,D2
12/31/21,Gunnison,N,>TL,NE,R2,D2
12/31/21,Gunnison,N,>TL,E,R4,D4
12/31/21,Gunnison,N,>TL,NE,R4,D3
12/31/21,Gunnison,N,>TL,E,R2,D3
12/31/21,Gunnison,N,>TL,SW,R1,D2
12/31/21,Gunnison,N,>TL,E,R2,D2
12/31/21,Gunnison,N,>TL,E,R2,D2
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,N,R2,D2
12/31/21,Gunnison,N,>TL,N,R3,D2
12/31/21,Gunnison,N,>TL,NE,R3,D2
12/31/21,Gunnison,N,>TL,NE,R3,D2
12/31/21,Gunnison,N,>TL,E,R3,D2
12/31/21,Gunnison,N,>TL,E,R3,D2
12/31/21,Gunnison,N,>TL,E,R3,D2
12/31/21,Gunnison,N,>TL,E,R3,D2
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,NE,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,E,R3,D3
12/31/21,Gunnison,N,>TL,N,R3,D3
12/31/21,Gunnison,N,>TL,N,R3,D3
12/31/21,Gunnison,N,>TL,W,R3,D2
12/31/21,Gunnison,N,>TL,W,R3,D3
12/31/21,Gunnison,N,TL,NE,R3,D2
12/31/21,Gunnison,N,<TL,N,R3,D3
12/31/21,Gunnison,N,TL,NE,R4,D3.5
12/31/21,Aspen,N,TL,N,R3,D3
12/31/21,Gunnison,N,>TL,N,R3,D2.5
12/31/21,Gunnison,N,>TL,N,R2,D3
12/31/21,Gunnison,N,TL,NE,R2,D2
